Product ID*;Attribute (Name:Type:Position)*;Value (Value:Position)*;Default (0 = No, 1 = Yes)
906;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Provincia Novara:1@Novara:1@2003:1@63:1;1
907;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;n.d.:1@n.d.:1@n.d.:1@n.d.:1@n.d.:1;1
908;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Nicolini Toni:1@Automobil Club Italia:1@Verona:1@1966:1@117:1;1
909;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Nicolini - Forno:1@Automobil Club Italia:1@Verona:1@1967:1@115:1;1
910;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@n.d.:1@Tortona:1@2001:1@36:1;1
911;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@museu national de arqueologia e etnologia:1@Lisbona:1@1989:1@101:1;1
912;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@n.d.:1@Atene:1@n.d.:1@102:1;1
913;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Griseri A. Raineri G.:1@Il Portico:1@n.d.:1@2004:1@44:1;1
914;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Boratto:1@Il Portico:1@n.d.:1@2004:1@93:1;1
915;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;n.d.:1@n.d.:1@n.d.:1@n.d.:1@n.d.:1;1
916;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;n.d.:1@n.d.:1@n.d.:1@n.d.:1@n.d.:1;1
917;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Ed. dell'Orso:1@Novi Ligure:1@1985:1@31:1;1
918;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Marchese Pinella:1@Reg.Sicilia:1@Palermo:1@2008:1@170:1;1
919;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Nuova immagine:1@Siena:1@2000:1@223:1;1
920;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Comune di Asti:1@Asti:1@2003:1@4:1;1
921;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Touring Club:1@Milano:1@2005:1@80:1;1
922;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Nuova immagine:1@Siena:1@2011:1@127:1;1
923;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Elio de Rosa:1@Roma:1@2004:1@105:1;1
924;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@n.d.:1@Bra:1@1994:1@60:1;1
925;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Crosetto A.:1@Comune di Asti:1@Asti:1@2003:1@48:1;1
926;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Allemandi:1@Torino:1@2003:1@49:1;1
927;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Luì:1@Chiusi (SI):1@2003:1@96:1;1
928;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Adorno-Bertolotto-Nicola-Parodi:1@n.d.:1@n.d.:1@2003:1@140:1;1
929;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@n.d.:1@n.d.:1@2003:1@92:1;1
930;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Scalva G.-Bertolotto C.:1@Hapax:1@Torino:1@2005:1@40:1;1
931;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Allemandi:1@Torino:1@2006:1@63:1;1
932;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Allemandi:1@n.d.:1@2004:1@31:1;1
933;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Regione siciliana:1@Palermo:1@2006:1@222:1;1
934;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Mandolesiandolesi:1@editurist:1@torino:1@2007:1@311:1;1
935;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Nuova immagine:1@Siena:1@2007:1@271:1;1
936;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Isella Pier Giorgio:1@n.d.:1@n.d.:1@2007:1@218:1;1
937;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Bari:1@Archeoclub d'Italia:1@n.d.:1@n.d.:1@30:1;1
938;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Antonietta Dell'Aglio:1@n.d.:1@n.d.:1@2008:1@70:1;1
939;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Gruppo storico archeologico castellettese:1@n.d.:1@1987:1@69:1;1
940;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Giogio Di Francesco:1@n.d.:1@n.d.:1@2006:1@603:1;1
941;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@n.d.:1@Cavour:1@2006:1@30:1;1
942;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@n.d.:1@n.d.:1@1988:1@15:1;1
943;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Tamagnone Michele:1@n.d.:1@Carignano:1@2003:1@307:1;1
944;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Regione Piemonte:1@Torino:1@2003:1@112:1;1
945;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AMBROSINI C., GAMBARI F.  M.:1@Allemandi U. ed.:1@Torino:1@2004:1@87:1;1
946;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AAVV:1@TCI:1@Verona:1@2007:1@1.032:1;1
947;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Bonnet - Perinetti:1@Musumeci:1@Quart:1@1997:1@67:1;1
948;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AAVV:1@De Ferrari:1@Genova:1@2007:1@37:1;1
949;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AAVV:1@Espansione grafica:1@Asti:1@2010:1@78:1;1
950;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AAVV:1@Tipografia Artale:1@Torino:1@2002:1@47:1;1
951;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;De Ambrogio D.:1@G.A.T.:1@Torino:1@1997:1@4:1;1
952;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;De Ambrogio D.:1@G.A.T.:1@Torino:1@1997:1@4:1;1
953;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;De Ambrogio D.:1@G.A.T.:1@Torino:1@1997:1@5:1;1
954;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Fea Giorgio:1@Comune di Cuneo:1@Cuneo:1@1996:1@20:1;1
955;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;De Ambrogio Dario:1@GAT:1@Torino:1@1991:1@5:1;1
956;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;De Ambrogio Dario:1@GAT:1@Torino:1@1991:1@8:1;1
957;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;De Ambrogio Dario:1@GAT:1@Torino:1@1991:1@8:1;1
958;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;De Ambrogio Dario:1@GAT:1@Torino:1@1991:1@8:1;1
959;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;De Ambrogio Dario:1@GAT:1@Torino:1@1991:1@8:1;1
960;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;De Ambrogio Dario:1@GAT:1@Torino:1@1991:1@8:1;1
961;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Elio Biaggi:1@n.d.:1@n.d.:1@n.d.:1@10:1;1
962;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Museo Chiomonte:1@Torino:1@1997:1@16:1;1
963;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@n.d.:1@Aosta:1@1994:1@195:1;1
964;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Catalli F.:1@GAR:1@Roma:1@1984:1@152:1;1
965;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@n.d.:1@Firenze 1994:1@1994:1@n.d.:1;1
966;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@n.d.:1@n.d.:1@n.d.:1@n.d.:1;1
967;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Comune di Torino:1@Torino:1@1991:1@160:1;1
968;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Montacchini F.:1@n.d.:1@n.d.:1@n.d.:1@n.d.:1;1
969;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Bima C.:1@Sagat:1@Torino:1@1961:1@200:1;1
970;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV:1@Provincia di Torino:1@Torino:1@1999:1@312:1;1
971;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Gal:1@Cropani:1@n.d.:1@n.d.:1;1
972;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Merlini Marco:1@Avverbi:1@Roma:1@2004:1@310:1;1
973;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Archivio Storico:1@Torino:1@2009:1@330:1;1
974;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Gibelli:1@Priuli&Verlucca:1@n.d.:1@n.d.:1@100:1;1
975;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Gibelli:1@Priuli&Verlucca:1@n.d.:1@n.d.:1@100:1;1
976;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@n.d.:1@n.d.:1@2007:1@129:1;1
977;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@n.d.:1@n.d.:1@2008:1@40:1;1
978;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;n.d.:1@n.d.:1@n.d.:1@n.d.:1@n.d.:1;1
979;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@regione piemonte:1@Torino:1@n.d.:1@39:1;1
980;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Gibelli L.:1@Priuli & Verlucca:1@Ivrea:1@1999:1@679:1;1
981;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Civico museo regionale di Chiomonte:1@Chiomonte:1@1991:1@16:1;1
982;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Agodi Mauro:1@Associazione amici della scuola Leumann:1@n.d.:1@n.d.:1@n.d.:1;1
983;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Crosio -Ferrarotti:1@Comune di Trino:1@Trino:1@1999:1@175:1;1
984;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Marocco M.:1@Bellardi:1@Torino:1@1870:1@63:1;1
985;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Ramella P.:1@Ass. Amici Museo del Canavese:1@Ivrea:1@1996:1@36:1;1
986;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Città di Bra:1@Bra:1@2007:1@90:1;1
987;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Cremonte Pastorello di Cornour:1@Ass.Immagine per il Piemonte:1@Torino:1@2001:1@41:1;1
988;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Ass,Amici di Leumann:1@Torino:1@n.d.:1@59:1;1
989;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Ass,Amici di Leumann:1@Torino:1@n.d.:1@59:1;1
990;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Univoca-Associassion Piemonteisa-VSSP:1@Torino:1@2004:1@30:1;1
991;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Univoca-Associassion Piemonteisa-VSSP:1@Torino:1@2004:1@44:1;1
992;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;n.d.:1@n.d.:1@n.d.:1@n.d.:1@n.d.:1;1
993;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Ceccoli Giancarlo:1@AIEP:1@Repubblica San Marino:1@2004:1@119:1;1
994;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Città di Torino:1@Torino:1@1911:1@58:1;1
995;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Black Anderson:1@De Agostini:1@Novara:1@1980:1@400:1;1
996;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Centro documentazione storica circ. 5:1@Torino:1@2005:1@28:1;1
997;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Ricchiardi Enrico:1@Gribaudo - Paravia:1@Torino:1@1996:1@62:1;1
998;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;CIMA Marco:1@Ed.Nautilus:1@Torino:1@1991:1@246:1;1
999;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@n.d.:1@Torino:1@1991:1@142:1;1
1000;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@n.d.:1@Torino:1@1985:1@45:1;1
1001;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Cavallari Murat:1@Istituto bancario San Paolo:1@Torino:1@1972:1@346:1;1
1002;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Archivio storico della città di Torino:1@Torino:1@2006:1@330:1;1
1003;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA VV:1@n.d.:1@n.d.:1@n.d.:1@n.d.:1;1
1004;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Archivio storico della città di Torino:1@Torino:1@2007:1@277:1;1
1005;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Carlo Varaldo:1@Istituto internazionale di studi liguri:1@Bordighera:1@1975:1@130:1;1
1006;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Ad Quintum:1@n.d.:1@1998:1@130:1;1
1007;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Cral SIP:1@Torino:1@1990:1@235:1;1
1008;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@n.d.:1@n.d.:1@n.d.:1@87:1;1
1009;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;n.d.:1@n.d.:1@n.d.:1@n.d.:1@n.d.:1;1
1010;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@n.d.:1@n.d.:1@n.d.:1@n.d.:1;1
1011;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@bagatto:1@roma:1@1995:1@n.d.:1;1
1012;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@bagatto:1@roma:1@1995:1@n.d.:1;1
